source,author,title,description,url,urlToImage,publishedAt,content,source_name,extracted_at
"{'id': None, 'name': 'CNBC'}",Cnbc,Japan Prime Minister Sanae Takaichi hopes for big win in snap election,"Takaichi is hugely popular, but the ruling Liberal Democratic Party is not. She hopes snap elections will turn that around.",https://www.cnbc.com/2026/02/07/sanae-takaichi-japan-snap-election.html,https://image.cnbcfm.com/api/v1/image/108262925-17705029602026-02-07t220158z_385799500_rc2ugjaiht78_rtrmadp_0_japan-election.jpeg?v=1770503055&w=1920&h=1080,2026-02-07 22:27:51+00:00,Polls opened Sunday in parliamentary elections that Japanese Prime Minister Sanae Takaichi hopes will give her struggling party a big enough win to push through an ambitious conservative political ag… [+2623 chars],CNBC,2026-02-09 00:37:26.805722
"{'id': None, 'name': 'PBS'}","Mari Yamaguchi, Associated Press, Foster Klug, Associated Press",Polls open in Japan's parliamentary elections as Prime Minister Sanae Takaichi hopes for big win,Polls opened Sunday in parliamentary elections that Japanese Prime Minister Sanae Takaichi hopes will give her struggling party a big enough win to push through an ambitious conservative political agenda.,https://www.pbs.org/newshour/world/polls-open-in-japans-parliamentary-elections-as-prime-minister-sanae-takaichi-hopes-for-big-win,https://d3i6fh83elv35t.cloudfront.net/static/2026/02/2026-02-07T220224Z_359032435_RC2SGJAS8PZS_RTRMADP_3_JAPAN-ELECTION-1024x683.jpg,2026-02-07 22:26:03+00:00,TOKYO (AP) Polls opened Sunday in parliamentary elections that Japanese Prime Minister Sanae Takaichi hopes will give her struggling party a big enough win to push through an ambitious conservative p… [+3005 chars],PBS,2026-02-09 00:37:26.805722
"{'id': None, 'name': 'Jalopnik'}",staff@jalopnik.com (Eugene Buono),"29 Years Ago, GM Sacrificed One Of Its Own For The Sake Of Chevy","General Motors has killed off a wide number of car brands, but one in particular didn't have a bright future to begin with; it consisted only of re-badged cars.",https://www.jalopnik.com/2091027/29-years-ago-gm-killed-chevy-competitor-geo/,https://www.jalopnik.com/img/gallery/29-years-ago-gm-sacrificed-one-of-its-own-for-the-sake-of-chevy/l-intro-1769805979.jpg,2026-02-07 22:25:00+00:00,"Reviews of Geos could be mixed, but the brand kept on rolling, finding somewhere around 800,000 takers from 1989 to 1997. As people got to know these vehicles, another ad campaign, touting the versat… [+1290 chars]",Jalopnik,2026-02-09 00:37:26.805722
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN,"India, US signal intent to counter China's economic dominance","India and the US are strengthening economic security alignment to enhance supply chain resilience and innovation, addressing non-market policies of third parties. This move signals a synchronized strategy to reduce China's global manufacturing dominance in ke…",https://timesofindia.indiatimes.com/business/india-business/india-us-signal-intent-to-counter-chinas-economic-dominance/articleshow/128050121.cms,"https://static.toiimg.com/thumb/msid-128050204,width-1280,height-720,imgsize-1038547,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-02-07 22:20:36+00:00,EMI CalculatorDetermine the monthly installment amount for a loan,The Times of India,2026-02-09 00:37:26.805722
"{'id': None, 'name': 'Freerepublic.com'}",X,"Hamas admits 50,000 deaths in Gaza are Hamas terrorists!","Hamas announces 500-shekel payments to tens of thousands of ‘Al-Aqsa Flood’ widows Hamas plans to disburse 500 shekels – some US $160 – to every widow of those killed in the “Al-Aqsa Flood War,” the group announced Wednesday. Payment would be made to as many …",https://freerepublic.com/focus/f-news/4365876/posts,,2026-02-07 22:19:52+00:00,"Hamas announces 500-shekel payments to tens of thousands of Al-Aqsa Flood widows Hamas plans to disburse 500 shekels some US $160 to every widow of those killed in the Al-Aqsa Flood War, the group an… [+3297 chars]",Freerepublic.com,2026-02-09 00:37:26.805722
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Sidhartha,"India-US trade deal: Harley, Tesla to benefit, but no risk to desi firms","US auto giants Harley Davidson, Jeep, and Tesla are poised to benefit from a new trade deal with India. The agreement offers reduced import duties on specific high-engine capacity motorcycles and cars, with concessions for Harley Davidson's 800-1,600cc bikes …",https://timesofindia.indiatimes.com/business/india-business/india-us-trade-deal-harley-tesla-to-benefit-but-no-risk-to-desi-firms/articleshow/128049652.cms,"https://static.toiimg.com/thumb/msid-128049851,width-1280,height-720,imgsize-1102579,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-02-07 22:17:14+00:00,EMI CalculatorDetermine the monthly installment amount for a loan,The Times of India,2026-02-09 00:37:26.805722
"{'id': 'fortune', 'name': 'Fortune'}","Christopher Rugaber, The Associated Press","Trump backs Nexstar’s $6.2 billion takeover of broadcast rival Tegna, a few months after blasting merger of ‘Radical Left Networks’","“We need more competition against THE ENEMY, the Fake News National TV Networks,” Trump wrote on social media on Saturday.",https://fortune.com/2026/02/07/trump-nexstar-takeover-broadcast-rival-tegna-fcc-merger-tv-networks/,"https://fortune.com/img-assets/wp-content/uploads/2026/02/AP26038616039692.jpg?resize=1200,600",2026-02-07 22:13:59+00:00,"President Donald Trump on Saturday endorsed Nexstar Media Groups $6.2 billion purchase of broadcast rival Tegna, an apparent reversal from earlier criticism of the deal.We need more competition again… [+1767 chars]",Fortune,2026-02-09 00:37:26.805722
"{'id': None, 'name': 'The Punch'}",Punch Newspapers,"Senate backs Tinubu’s $7.7tn halal economy drive, pledges support",The Senate Committee on Finance has thrown its weight behind President Bola Tinubu’s unveiling of Nigeria’s National Halal Economy Strategy. The committee hailed it as “a bold and strategic move to position the country within the lucrative global halal market…,https://punchng.com/?p=2058092,https://cdn.punchng.com/wp-content/uploads/2016/10/17155511/punchlogo.png,2026-02-07 22:12:46+00:00,"The Senate Committee on Finance has thrown its weight behind President Bola Tinubus unveiling of Nigerias National Halal Economy Strategy.
The committee hailed it as a bold and strategic move to pos… [+2447 chars]",The Punch,2026-02-09 00:37:26.805722
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Sidhartha,"Trade deal: US whiskey, wine unlikely to give headache to Indian cos","Duty concessions on American whiskey and wine are unlikely to significantly impact Indian companies due to minimum import prices and low existing volumes. American whiskey holds less than 0.1% of the Indian market, with distinct flavors appealing to a niche s…",https://timesofindia.indiatimes.com/business/india-business/us-whiskey-wine-unlikely-to-give-headache-to-indian-cos/articleshow/128049503.cms,"https://static.toiimg.com/thumb/msid-128049488,width-1280,height-720,imgsize-1358716,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",2026-02-07 22:10:44+00:00,EMI CalculatorDetermine the monthly installment amount for a loan,The Times of India,2026-02-09 00:37:26.805722
"{'id': None, 'name': 'Cointelegraph'}",Cointelegraph by Vince Quill,Over 23% of traders now expect interest rate cut at next FOMC meeting,"The number of investors forecasting an interest rate cut at the Federal Open Market Committee meeting in March has surged to over 23%, up by about 5% in a day.",https://cointelegraph.com/news/23expect-interest-rate-cut-fomc-march,"https://images.cointelegraph.com/cdn-cgi/image/f=auto,onerror=redirect,w=1200/https://s3.cointelegraph.com/uploads/2025-12/019b3309-e16b-7dd9-8348-ff725e9a4189.jpg",2026-02-07 22:09:21+00:00,"The number of traders expecting an interest rate cut at the March Federal Open Market Committee (FOMC) meeting has risen to 23%, following investor fears of a hawkish stance from Kevin Warsh, US Pres… [+2048 chars]",Cointelegraph,2026-02-09 00:37:26.805722
